id,timestamp,category,title,content
111737,2020-08-11 09:36:00,Reuters,UPDATE 3-Vestas shares breeze to record high after wind turbine maker restores full-year guidance - Reuters India,"Shares in the world's largest wind turbine maker, Vestas, hit a record high after the company reintroduced full year revenue guidance on Tuesday following a surge in second quarter sales."
2692,2020-03-25 12:22:19,Reuters,Kosovo government faces no-confidence vote after dispute over coronavirus,Kosovo's coalition government faces a no-confidence vote in parliament on Wednesday after a dispute over whether to declare a state of emergency to combat the coronavirus.
136801,2020-09-04 09:07:00,Reuters,Eskom suspends managers it blames for plant breakdowns - Reuters Africa,"South Africa's state run power utility Eskom has suspended the managers of two power stations it blames for exacerbating breakdowns leading to widespread power outages, it said on Friday."
67241,2020-06-29 20:41:00,Reuters,"GLOBAL MARKETS-Wall Street leads stocks' rebound, sterling dips - Reuters Africa","A gauge of stocks across the world rose on Monday, led by a rebound on Wall Street, even as rising COVID-19 cases threaten to stall the recovery of the world's largest economy."
112008,2020-08-11 14:48:00,Reuters,Fact check: The first Black U.S. president was not a man named “John Hansen” - Reuters,"Shared thousands of times on Facebook, posts claim that a man named “John Hansen,” rather than Barack Obama, was the first Black president of the U.S., that he was president before George Washington, and that he “ran the country when America got (its) indepen…"
12496,2020-04-07 18:27:18,Reuters,Physicians don't make recommendations 'on whims': AMA,"Dr. Patrice Harris, president of the American Medical Association, on Tuesday was asked about the anti-malaria drug hydroxychloroquine that President Trump promoted to fight the virus and she responded saying that physicians don't make treatment recommendatio…"
70967,2020-07-02 11:37:00,Reuters,Dubai's Emirates NBD to raise $750 million in perpetual bonds: document - Reuters,"Emirates NBD , Dubai's largest bank, is set to raise $750 million with perpetual bonds non-callable for six years, a document showed."
111167,2020-08-10 20:51:00,Reuters,"Pompeo says after Lai arrest, unlikely that China will rethink HK stance - Reuters India","U.S. Secretary of State Mike Pompeo on Monday slammed China for the arrest of Hong Kong media tycoon Jimmy Lai, who he said was a ""patriot,"" and said the move indicated that Beijing is unlikely to change its position on the financial hub."
68772,2020-06-30 19:57:59,Bloomberg,Goldman Nears 1MDB Resolution With Effort to Avoid Guilty Plea,
93525,2020-07-24 05:05:00,Reuters,Yuan set for worst week in 2 months as Sino-U.S. ties worsen - Reuters,"The yuan fell to its lowest
level against the dollar in over two weeks on Friday as ties
between the world's two largest economies deteriorated further
after China told the United States to close its consulate in
Chengdu.
    Beijing's decision was a retaliat…"
68259,2020-06-30 13:52:00,Reuters,Facebook agrees to audit its hate speech controls - Reuters,"Facebook Inc said on Monday it would submit itself to an audit of how it controls hate speech in a bid to appease a growing advertising boycott of the platform, as it prepared to address a group of advertisers on Tuesday."
91299,2020-07-22 11:02:00,Reuters,An introvert’s guide to Zoom: Four tips for remote meetings - Reuters.com,"Jia Wertz may be a documentary filmmaker in New York City, but these days she feels like a full-time resident of Zoom world."
97368,2020-07-28 15:00:42,Bloomberg,Surveillance: Fed Policy With Plosser (Podcast),
64573,2020-06-26 14:53:00,Reuters,"Sasol to sell stakes in Mozambique pipeline, power plant: sources - Reuters","Struggling petrochemicals producer Sasol has appointed advisers to sell its stakes in a power plant in Mozambique and a gas pipeline running from the country into South Africa, two sources familiar with the matter told Reuters."
82973,2020-07-14 02:42:23,Bloomberg,Sao Paulo Gyms Reopen with Strict Rules,
144285,2020-09-11 11:00:00,Bloomberg,Real Estate Trusts Lag Behind in Race Diversity as Legacy Rules,
146926,2020-09-14 15:14:00,Reuters,"Roche drugs chief criticises Trump drug price order, says 'exceeds authority' - Reuters India","President Donald Trump's latest executive order aimed at lowering U.S. drug prices by linking them to those of other nations is ""light on details"" but ""surely exceeds"" his authority, Roche's top drug executive said on Monday."
69464,2020-07-01 09:33:00,Reuters,ABB to launch buyback as Power Grids sale to Hitachi wraps up - Reuters,"ABB Ltd plans to launch a share buyback programme for up to 10% of its stock after releasing second-quarter results, it said on Wednesday while announcing it had completed the sale of its Power Grids business to Hitachi Ltd."
134480,2020-09-02 13:31:00,Reuters,Amnesty International accuses Iran of widespread rights abuses against protesters - Reuters.com,Amnesty International accused Iran's clerical establishment on Wednesday of presiding over widespread abuses of human rights in a security crackdown on nationwide protests last year touched off by fuel price rises.
78114,2020-07-09 03:28:00,Reuters,MIDEAST - Factors to watch - July 9 - Reuters,Here are some factors that may affect Middle East stock markets on Thursday. Reuters has not verified the press reports and does not vouch for their accuracy.
61711,2020-06-24 14:50:00,Reuters,"Nintendo, Tencent team up on Pokemon battler - Reuters",Nintendo-backed The Pokemon Company on Wednesday announced a cross-platform Pokemon team battling game developed with Tencent's Timi Studio as the two gaming heavyweights deepen their cooperation with a twist on the Pokemon format.
157939,2020-09-24 11:55:00,Reuters,El Al claims airline's buyer is front man for his non-Israeli father - Reuters UK,"El Al Israel Airlines <ELAL.TA> is opposing the purchase of a controlling stake by religious student Eli Rozenberg, alleging he is a front man for his father, who is not an Israeli citizen as required by law, according to a letter from its lawyers."
92930,2020-07-23 15:33:05,Bloomberg,Clothing Stores' Devastation Is Just Beginning: Halzack (Radio),
138088,2020-09-05 22:30:00,Reuters,"UPDATE 2-Grand Slam, US Open Women's Doubles Results - Reuters UK","Results from the Grand Slam, US Open Women's Doubles matches on Saturday .. 2nd Round .. Gabriela Dabrowski (CAN) beat 1-Timea Babos (HUN) and (Walkover) and Kristina Mladenovic (FRA) Alison Riske (USA) Hayley Carter (---) and beat 6-Shuko Aoyama (JPN) and 6-…"
65261,2020-06-27 10:21:00,Reuters,France's Macron says he plans to travel to Russia soon - Reuters Africa,French President Emmanuel Macron on Saturday said he would soon travel to Russia for more talks with his counterpart Vladimir Putin.
153010,2020-09-19 18:56:00,Reuters,"U.S. CDC reports 198,099 deaths from coronavirus - Reuters India","The U.S. Centers for Disease Control and Prevention (CDC) on Saturday reported 6,706,374 cases of the new coronavirus, an increase of 49,575 cases from its previous count, and said the number of deaths had risen by 983 to 198,099."
87410,2020-07-17 20:17:20,Reuters,"Freeman, Toussaint cleared to return to Braves - Reuters",First baseman Freddie Freeman and reliever Touki Toussaint rejoined the Atlanta Braves on Friday after being cleared from the coronavirus protocol.
36491,2020-05-14 07:55:24,Reuters,Pandemic sends Japan April machine tool orders to lowest levels since 2010,"Japan's machine tool orders in April fell to their lowest level in more than a decade, preliminary data showed on Thursday, in a sign the coronavirus pandemic is taking an deeper toll on the economy."
65327,2020-06-27 12:48:23,Bloomberg,Swiss Opposition Grows to Legal Change That Could Help Out UBS,
9351,2020-04-02 22:09:02,Bloomberg,Disney to Put Workers on Unpaid Furlough Starting on April 19,
134683,2020-09-02 15:18:26,Bloomberg,Netflix Risks Turkish Penalties Over Controversial 'Cuties',
11408,2020-04-06 14:34:37,Reuters,Syria slow to free prisoners despite coronavirus risk in crowded jails: rights groups,"Syria is dragging its feet on releasing prisoners under an amnesty declared by President Bashar al-Assad, raising fears of mass infections if the new coronavirus spreads through its overcrowded jails, rights groups said on Monday."
58321,2020-06-18 19:43:06,Bloomberg,Students Face $10 Trillion in Lost Earnings Due to Pandemic,
13632,2020-04-09 00:01:16,CNBC,Shocking drop in wholesale gas prices signals more refinery cutbacks and gasoline under $1,"Wholesale gasoline prices are collapsing, a sign that more refineries will cut back and prices at the pump could sink to under $1 a gallon in more places."
91615,2020-07-22 15:54:49,Reuters,United sees around $15-20 million daily cash burn in fourth quarter if demand bounces,"United Airlines expects its daily cash burn rate to slow to between $15 million and $20 million in the fourth quarter, depending on the pace of a recovery in demand, executives said on a conference call on Wednesday."
135358,2020-09-03 06:46:00,Reuters,Senior German MP: Nord Stream 2 must be part of response to Navalny poisoning - Reuters,"A European response that involves the Nord Stream 2 gas pipeline is needed against Russia after the poisoning of Kremlin critic Alexei Navalny with a Soviet-style Novichok nerve agent, a senior German lawmaker in Chancellor Angela Merkel's party said."
158612,2020-09-24 23:59:11,Reuters,Changes already underway with Uprising staff,There appears to be something of an uprising with the Boston Uprising as changes are starting to take place within the struggling Overwatch League organization.
15859,2020-04-13 10:24:55,Reuters,Tokyo governor: Decrease in commuters falls short of target needed to control coronavirus,"The number of commuters in Tokyo has fallen since the city announced a state of emergency last week, but the decrease is short of the target needed to control the spread of the coronavirus, the city's governor said on Monday."
158270,2020-09-24 16:31:00,Reuters,"Senate panel plans to issue subpoenas to CEO's of Google, Facebook, Twitter - Reuters India","The U.S. Senate Commerce Committee chaired by Republican Senator Roger Wicker will issue subpoenas to the chief executives of Twitter Inc <TWTR.N>, Alphabet Inc's Google <GOOGL.O> and Facebook Inc <FB.O> if they do not agree to testify at a hearing on Oct. 1."
14247,2020-04-09 15:57:52,Reuters,France's carmaker Renault drops dividend over coronavirus crisis: source,"French carmaker Renault's board has decided to cancel its dividend on 2019 earnings in light of the coronavirus crisis, a source close to the matter told Reuters on Thursday."
170533,2020-10-06 21:49:00,Reuters,Supreme Court weighs fate of Arkansas pharmacy benefit law - Reuters,The U.S. Supreme Court on Tuesday heard arguments over whether to revive an Arkansas law regulating pharmacy benefits managers' drug-reimbursement rates after a federal appeals court found it was preempted by the federal Employee Retirement Income Security Ac…
170105,2020-10-06 14:26:00,Reuters,Navalny's blood contained 'the presence of nerve agent': sources - Reuters UK,"Blood samples taken from Kremlin critic Alexei Navalny and examined by the world's chemical weapons agency ""confirm the presence of a nerve agent"" in the Novichok family, sources said on Tuesday."
139023,2020-09-07 07:48:00,Reuters,UK police arrest man over stabbings in Birmingham - Reuters India,British police said on Monday they had arrested a man on suspicion of murder after a series of stabbings in the early hours of Sunday morning in the city of Birmingham left one person dead and seven others injured.
39293,2020-05-18 17:25:39,Reuters,UPDATE 1-Mexico gears up to reopen economy despite coronavirus onslaught,"Mexico published guidelines
for restarting operations in the automotive, mining and
construction sectors on Monday, pushing ahead with reopening the
economy despite a growing national toll from the COVID-19
pandemic."
14521,2020-04-09 21:41:29,Reuters,Fed adds juice to Wall Street rally,Stocks rose Thursday to close out the best week for the S&P 500 since 1974 as the Federal Reserve rolled out its biggest rescue plan yet to help Main Street cope with effects of the coronavirus shutdown.  Conway G. Gittens has the details.
140981,2020-09-09 01:56:17,Bloomberg,Adam Margolis on the FX Markets (Radio),
82174,2020-07-13 10:55:00,Reuters,"Germany regrets Turkish court ruling on Hagia Sophia, government spokesman says - Reuters","The German government regretted the decision of a Turkish court to convert Istanbul's Hagia Sophia from a museum back into a mosque, a government spokesman said, adding that Germany would watch closely to see how the decision on this ""masterpiece"" was impleme…"
66598,2020-06-29 11:06:00,Reuters,Malawi names former insurance firm director as finance minister - Reuters,"Former insurance company director Felix Mlusu was named Malawi's new finance minister on Monday, a government statement said, a day after President Lazarus Chakwera was sworn in following last week's re-run election in which he unseated Peter Mutharika."
66835,2020-06-29 14:20:00,Reuters,U.S. Supreme Court upholds curb on overseas AIDS funding - Reuters,The U.S. Supreme Court on Monday ruled that a 2003 law does not violate constitutional free speech rights by requiring overseas affiliates of American-based nonprofit groups that seek federal funding for HIV/AIDS relief to take a formal stance opposing prosti…
173973,2020-10-09 12:00:12,Reuters,Exclusive: Thyssenkrupp opens books in sale of plant-building unit,"Thyssenkrupp has begun due diligence with potential bidders for its plant division as the German conglomerate accelerates a radical overhaul to sell or turn around ailing business units in the next two years, a top executive told Reuters."
162425,2020-09-29 10:25:17,Bloomberg,Deaths Top 1 Million as Countries Lose Control of Virus: UCL,
69224,2020-07-01 05:57:52,Reuters,ECB ready to adapt policy to coronavirus but reforms key to recovery - de Guindos,"The European Central Bank is ready to adapt its policy to the needs of the European Union after the coronavirus pandemic, but reforms by single countries will be more important than monetary policy, the bank's Vice President Luis de Guindos said on Tuesday."
11826,2020-04-07 00:12:08,Bloomberg,Australian Court Dismisses Sex Abuse Convictions Against Cardinal George Pell,
24921,2020-04-27 04:02:02,Reuters,"Nifty, Sensex follow Asia higher amid stimulus hopes","Indian shares rose on Monday, tracking gains in Asian markets, as meetings of major central banks this week raised hopes of more stimulus to counter the fallout from the coronovirus pandemic, while investors also eyed a slew of earnings at home."
71,2020-03-22 13:03:38,Bloomberg,Top Economists See Some Echoes of Depression in U.S. Sudden Stop - Bloomberg,Top Economists See Some Echoes of Depression in U.S. Sudden Stop Bloomberg
86832,2020-07-17 04:57:01,Reuters,Twitter says about 130 accounts were targeted in cyber attack this week,"Twitter Inc said late on Thursday that hackers targeted about 130 accounts during the cyber attack this week, an incident in which profiles of many prominent personalities and organizations were compromised."
114336,2020-08-13 10:16:00,Reuters,South Africa's mining output down 29.2% year on year in June - Reuters Africa,"South Africa's total mining output fell 28.2% year-on-year in June compared to a revised contraction of 27.6% in May, Statistics South Africa said on Thursday."
109604,2020-08-08 17:18:00,Reuters,Trump to sign executive order on coronavirus unemployment benefits-White House official - Reuters,"President Donald Trump on Saturday intends to sign an executive order intended to provide economic relief to Americans hurt by the coronavirus pandemic after the White House failed to reach a deal with Congress, a White House source said."
159935,2020-09-26 05:56:32,Reuters,Taiwan's armed forces strain in undeclared war of attrition with China,"Taiwan President Tsai Ing-wen visited a low-key but critical maintenance base for fighter jet engines on Saturday, offering encouragement as the Chinese-claimed island's armed forces strain in the face of repeated Chinese air force incursions."
132578,2020-09-01 03:10:00,Reuters,Liberty University says it will launch probe of Falwell's tenure - Reuters India,"Liberty University, one of the world's largest Christian learning institutions, said on Monday it will launch a wide-ranging investigation into the tenure of Jerry Falwell Jr, who stepped down as president last week amid a series of personal scandals."
177166,2020-10-13 11:20:00,Reuters,Kyrgyz president and unconfirmed PM meet Kremlin official - Reuters,Kyrgyzstan's president and the man awaiting confirmation as prime minister have held talks with a senior official from key ally Russia following unrest over a contested election in the Central Asian state.
167444,2020-10-03 16:47:26,Bloomberg,Former New Jersey Governor Christie Tests Positive for Covid-19,
15297,2020-04-11 12:58:31,Reuters,Algeria says too early to talk of an oil price increase -TV,"Algerian Energy Minister Mohamed Arkab said it is too early talk about a rise in oil prices as a deal between the OPEC+ group of crude exporters to curb supply will only start on May 1, the local Ennahar TV channel reported on Saturday.'"
129818,2020-08-28 14:40:00,Reuters,Valladolid sign goalkeeper Roberto from West Ham - Reuters India,"Spain's Real Valladolid have signed Spanish goalkeeper Roberto Jimenez on a permanent deal from West Ham United, the English Premier League club announced on Friday."
146510,2020-09-14 08:52:00,Reuters,"Bank of America hires Zhang for China business, memo says - Reuters","Bank of America China has hired Wenjie Zhang as managing director and president, according to a memo seen by Reuters."
192382,2020-11-12 01:23:00,Reuters,HK opposition lawmakers expected to formally tender resignations in protest over oustings - Reuters India,"Hong Kong opposition lawmakers, seen as representatives of the moderate pro-democracy voices in the Chinese-ruled finance hub, are expected to formally tender their resignation on Thursday in protest against the dismissal of four of their colleagues."
99704,2020-07-30 09:35:00,Reuters,"UPDATE 1-Hong Kong June retail sales plunge 24.8% as spending, tourism evaporate - Reuters","Hong Kong's retail sales plunged 24.8% in June from a year earlier, falling for the 17th consecutive month as the coronavirus pandemic slammed the brakes on tourism and spending in the city."
38003,2020-05-15 20:39:33,Bloomberg,Fed Warns of ‘Significant’ Hit to Asset Prices If Pandemic Grows - Bloomberg,"<ol><li>Fed Warns of ‘Significant’ Hit to Asset Prices If Pandemic Grows  Bloomberg
</li><li>Fed Warns of Financial Risks as Coronavirus Downturn Wears On  The New York Times
</li><li>'Asset prices remain vulnerable to significant price declines should the …"
26020,2020-04-28 18:23:27,Reuters,"Warren, Ocasio-Cortez want to stop many company mergers during coronavirus pandemic","Two of the most popular Democrats, Senator Elizabeth Warren and Representative Alexandria Ocasio-Cortez, said on Tuesday they would introduce legislation to stop many mergers while the United States struggles economically during the coronavirus pandemic."
156789,2020-09-23 14:03:47,Reuters,"Gale Sayers, star football player depicted in 'Brian's Song,' dead at 77: NFL","Gale Sayers, the former Chicago Bears running back whose graceful moves earned him Hall of Fame honors and whose bond with a dying teammate was chronicled in the movie ""Brian's Song,"" died on Wednesday at age 77, the National Football League said."
137234,2020-09-04 16:33:00,Reuters,Britain names former Australian PM Abbott as trade adviser - Reuters Africa,"Britain named former Australian Prime Minister, Tony Abbott, as an adviser to its Board of Trade on Friday, rejecting complaints from critics that his conservative views about women and gay people made him unfit to represent the United Kingdom."
57997,2020-06-18 12:13:44,Bloomberg,"Bolton Says Trump Not Fit for Office, Lacks the ‘Competence’","Bolton Says Trump Not Fit for Office, Lacks the ‘Competence’bloomberg.com"
47111,2020-05-31 10:59:51,Reuters,Soccer-Fireman Labbadia reviving Hertha's fortunes,"Bruno Labbadia might have been seen as a rather desperate appointment by Hertha Berlin but his reputation as a coaching ""fireman"" has been consolidated by a flying start to his job."
138125,2020-09-06 00:32:32,Reuters,Australia's COVID-19 epicentre awaits lockdown exit plan; rates dropping slowly,"Australia's coronavirus hot spot state of Victoria is set to outline a plan on Sunday to gradually ease its strict lockdown, with infection rates declining more slowly than hoped."
16461,2020-04-14 06:00:00,Reuters,RPT-GRAPHIC -Alphabet soup: How will post-virus economic recovery shape up?,"Will be it a U? A V? Maybe a W? Predictions for economic recovery after coronavirus-linked lockdowns are throwing up a medley of letters to indicate whether we can expect a bounceback, a slow-burn recovery or relapse."
50618,2020-06-05 15:49:01,Reuters,Whoopi Goldberg teams with Extinction Rebellion for climate change movie,American actress Whoopi Goldberg has leant her voice to an Extinction Rebellion animated film highlighting the precarious state of the planet's natural environment.
139974,2020-09-08 05:35:00,Reuters,"Done crying after loss, Kenin keen to look at brighter side - Reuters",Sofia Kenin said she was already done crying over her one-sided loss to Elise Mertens in the fourth round of the U.S. Open on Monday and the second seed will instead focus on the positives from her campaign at her home Grand Slam.
101825,2020-07-31 20:20:00,Reuters,"Canada extends travel ban to August 31, launches COVID-19 contact tracing app - Reuters Canada","Canada on Friday extended a measure barring most foreign travelers from entering the country and launched a new contact tracing app as part of its fight to control the ""gate-crashing"" coronavirus pandemic."
2564,2020-03-25 09:00:20,Bloomberg,Inside a Factory Racing to Supply America With Virus Test Swabs,
70055,2020-07-01 17:38:00,Reuters,Ryanair UK pilots vote to accept pay cuts to limit job losses -union - Reuters India,Ryanair's British pilot union on Wednesday said that its members had voted by 96% to accept temporary pay cuts in order to avoid jobs losses.
47015,2020-05-30 22:30:35,Reuters,"With fact-checks, Twitter takes on a new kind of task","In addition to disputing misleading claims made by U.S. President Donald Trump about mail-in ballots this week, Twitter has added fact-checking labels to thousands of other tweets since introducing the alerts earlier this month, mostly on posts about the coro…"
134245,2020-09-02 09:58:00,Reuters,"Thousands protest against Bulgarian government, scuffle with police - Reuters India",Thousands of Bulgarians rallied in front of the parliament in Sofia on Wednesday in one of the biggest protests so far in two months of demonstrations calling for the resignation of Prime Minister Boyko Borissov.
44641,2020-05-27 05:35:44,Reuters,"Trump questions Twitter fact-checks, mail-in ballots",U.S. President Donald Trump went after Twitter on Tuesday after the company put fact-checks on his tweets for the first time. Gloria Tso reports.
81235,2020-07-12 00:32:00,Reuters,Flawless play propels Justin Thomas to lead at Muirfield - Reuters,"Justin Thomas shot a second consecutive six-under par to seize the lead from Collin Morikawa at the third round of the Workday Charity Open in Dublin, Ohio on Saturday."
147301,2020-09-14 21:24:00,Reuters,Britain's government defeats Labour attempt to block bill - Reuters,Britain's government defeated an attempt by the main opposition Labour Party on Monday to block a bill that ministers have acknowledged would breach parts of a divorce deal signed with the European Union earlier this year.
110905,2020-08-10 15:11:31,Bloomberg,"About 74% of NYC Students Opt for In-School Learning, Mayor Says",
150993,2020-09-17 16:02:46,Bloomberg,"Trump Plans to Denounce Focus on Slavery, Racism in Schools",President Donald Trump plans to denounce school curricula that emphasize the impact of slavery and racism on American history during a roundtable discussion at the National Archives on Thursday.
59555,2020-06-22 10:15:06,Reuters,Antibody levels in recovered COVID-19 patients decline quickly - research,"Levels of an antibody found in recovered COVID-19 patients fell sharply in 2-3 months after infection for both symptomatic and asymptomatic patients, according to a Chinese study, raising questions about the length of any immunity against the novel coronaviru…"
11379,2020-04-06 14:25:30,Reuters,Odd number in India coronavirus testing data sparks questions,A statistical oddity in India's new coronavirus testing numbers has sparked questions about the country's data management.
90937,2020-07-22 03:26:00,Reuters,Thai rice exporters cut 2020 forecast to lowest volume in 20 years - Reuters,"Thailand's rice exporters association has cut its forecast for 2020 exports to 6.5 million tonnes, the lowest volume in 20 years, its honorary president said on Wednesday."
147412,2020-09-15 00:59:00,Reuters,Australia's COVID-19 epicenter reports no deaths from the virus for first time in two months - Reuters India,"Australia's second-most populous state Victoria, the country's COVID-19 epicentre, on Tuesday reported zero deaths from the virus in the past 24 hours, a milestone not recorded for two months."
103892,2020-08-03 20:12:41,Bloomberg,"Checkers Traffic Falls During Pandemic, and Sales Climb Anyway",
11579,2020-04-06 18:44:31,Bloomberg,"Virus Crisis an Opportunity For 'Human' Investors Over AI, Says Kraus",
105734,2020-08-05 08:56:58,Reuters,"WH Smith could cut 1,500 jobs in UK restructuring","British retailer WH Smith said on Wednesday it could cut up to 1,500 jobs as part of a restructuring of its UK store operations due to a coronavirus-driven fall in customers at its travel and high street shops.'"
62687,2020-06-25 07:12:00,Reuters,"Unilever, rivals mull changes amid global backlash against skin-lightening products - Reuters","Unilever is considering marketing changes to its dominant line of skin lightening creams, according to a company source in South Asia, even as the company and its rivals face a growing global social media backlash against such products."
46720,2020-05-29 20:09:38,Reuters,Opioid overdoses on the rise in Canada during COVID-19 pandemic,"Canada's opioid-related deaths have been rising since the coronavirus pandemic began, the country's chief public health officer said on Friday."
17676,2020-04-15 14:13:02,CNBC,McDonald's relationship with US franchisees is fraying over coronavirus relief,"The coronavirus pandemic is straining McDonald's relationship with its U.S. franchisees once again, the Wall Street Journal reported Tuesday."
155538,2020-09-22 14:41:00,Reuters,Turkey's Erdogan floats regional conference in tense east Mediterranean - Reuters,"Turkish President Tayyip Erdogan on Tuesday proposed a regional conference with all Mediterranean coastal states, including the breakaway Turkish Cypriots, to address tensions over maritime boundaries and hydrocarbon exploration in the region."
104530,2020-08-04 09:45:00,Reuters,Vietnam capital short of test kits as national coronavirus cases climb - Reuters,"Vietnam reported 10 new COVID-19 infections and two deaths on Tuesday, lifting its total cases to 652, with eight dead, as the capital Hanoi said it was running short of the rapid testing kits being used to keep a new outbreak at bay."
13347,2020-04-08 17:50:33,Reuters,Chile announces $2 billion fund to benefit informal workers amid coronavirus outbreak,Chilean President Sebastian Pinera on Wednesday announced a fresh $2 billion fund to help support the country´s informal workers as the coronavirus outbreak continues to batter the South American nation´s economy.
150546,2020-09-17 10:18:00,Reuters,"In occupied West Bank, Palestinian bloggers see local tourism as defiance - Reuters",Two Palestinian travel bloggers are promoting local Palestinian tourism in the West Bank as an act of defiance against Israeli occupation.
178016,2020-10-14 04:47:36,Reuters,U.S. DOJ fines Pilgrim's Pride over antitrust issues - Reuters,"U.S. poultry company Pilgrim's Pride Corp <PPC.O> said on Wednesday it agreed with the U.S. Department of Justice on a fine of over $110 million for restraining competition, which affected three contracts for the sale of chicken products to a customer in the …"
59521,2020-06-22 08:55:57,Reuters,"RPT-POLL-China home prices to pick up, but outlook remains soft","China's home prices are expected to grow slightly faster this year than predicted a few months earlier while sales will stay soft, as Beijing refrains from strong easing to cushion the coronavirus-led slowdown in the sector, a Reuters poll showed."
91546,2020-07-22 14:09:00,Reuters,"Africa's confirmed COVID-19 cases exceed 750,000 - Reuters tally - Reuters UK","Total confirmed coronavirus cases in Africa have passed 750,000, a Reuters tally of government and World Health Organization data showed on Wednesday."
18888,2020-04-16 18:33:10,Reuters,"Oman isolates textile market over coronavirus, Dubai curbs movement permits",Oman locked down a textile market in a town popular with tourists over coronavirus fears and Dubai emirate restricted curfew movement permits on Thursday as the number of reported infections in the Gulf region rose with increased testing.
158228,2020-09-24 16:09:31,Reuters,Canada proposes three new benefits to help tackle coronavirus outbreak,"The Canadian government has formally proposed creating three new benefits to help people cope with coronavirus epidemic, Employment Minister Carla Qualtrough said on Thursday."
100674,2020-07-31 01:43:00,Reuters,"Focus: In India, a diminished Nissan bets big on a small SUV - Reuters India","By any measure, Nissan Motor Co Ltd has had a dreadful run in India. A push to revive its lower-end Datsun brand flopped, sales have slumped 60% over the past five years and its sole plant in the country is operating way below capacity."
64178,2020-06-26 08:57:46,Reuters,Almost a third of German firms expect no-deal Brexit - survey,"Some 30% of German companies fear Britain and the European Union will fail to reach a deal on their future relationship before a transition period that ends on Dec. 31, a survey published on Friday showed."
